Fighter,Wins,Losses,Stance,Weight Class,Total Rounds Fought,Title fights,KOs,Submissions,TKO/DoctorStoppage,age,Gender,Height,Weight,Reach,WinRate
Niko Price,8,7,Orthodox,Welterweight,34,0,4,2,0,35,MALE,182.88,170,193.04,0.533
Yan Xiaonan,8,3,Orthodox,Women's Strawweight,34,1,1,0,0,35,FEMALE,165.1,115,160.02,0.727
Sergio Moraes,8,4,Orthodox,Welterweight,34,1,1,3,0,37,MALE,182.88,170,182.88,0.667
Tyson Griffin,8,5,Orthodox,Featherweight,34,0,1,1,0,27,MALE,167.64,145,172.72,0.615
Andrea Lee,5,7,Orthodox,Women's Flyweight,34,0,1,1,0,35,FEMALE,167.64,125,175.26,0.417
Brian Ortega,8,3,Switch,Featherweight,34,2,3,4,0,33,MALE,172.72,145,175.26,0.727
Ketlen Vieira,8,3,Orthodox,Women's Bantamweight,34,0,0,1,0,33,FEMALE,172.72,135,172.72,0.727
Forrest Griffin,9,5,Orthodox,Light Heavyweight,34,3,1,2,0,33,MALE,190.5,205,195.58,0.643
Danny Castillo,7,6,Orthodox,Lightweight,34,0,2,0,0,36,MALE,175.26,155,180.34,0.538
Mike Pierce,9,4,Orthodox,Welterweight,34,0,3,1,0,35,MALE,172.72,170,177.8,0.692
Charles Rosa,5,7,Switch,Featherweight,34,0,0,2,0,35,MALE,175.26,145,175.26,0.417
Warlley Alves,8,7,Orthodox,Welterweight,34,1,3,3,1,33,MALE,180.34,185,182.88,0.533
Louis Smolka,8,8,Orthodox,Bantamweight,34,0,4,2,0,30,MALE,175.26,135,172.72,0.5
Takeya Mizugaki,8,5,Orthodox,Bantamweight,34,0,1,0,0,33,MALE,170.18,135,172.72,0.615
Chase Sherman,4,10,Orthodox,Heavyweight,33,0,3,0,0,33,MALE,193.04,250,198.12,0.286
Claudia Gadelha,7,4,Orthodox,Women's Strawweight,33,1,0,1,0,31,FEMALE,162.56,115,160.02,0.636
Rory Macdonald,9,3,Orthodox,Welterweight,33,1,3,1,0,26,MALE,182.88,170,193.04,0.75
Marion Reneau,5,6,Orthodox,Women's Bantamweight,33,0,2,2,0,44,FEMALE,167.64,135,172.72,0.455
Ciryl Gane,15,8,Orthodox,Heavyweight,33,5,4,2,0,36,MALE,193.04,245,205.74,0.652
Nicolas Dalby,7,3,Orthodox,Welterweight,33,0,1,0,0,39,MALE,180.34,170,187.96,0.7
Joe Stevenson,8,7,Orthodox,Featherweight,33,2,1,3,1,29,MALE,170.18,145,177.8,0.533
Rustam Khabilov,9,3,Orthodox,Welterweight,33,0,2,0,1,33,MALE,172.72,155,185.42,0.75
Jennifer Maia,6,5,Orthodox,Women's Flyweight,33,1,0,1,0,35,FEMALE,162.56,125,162.56,0.545
Brendan Allen,13,2,Orthodox,Middleweight,33,0,1,8,0,28,MALE,187.96,185,190.5,0.867
Mike Perry,7,7,Orthodox,Welterweight,33,0,4,0,0,29,MALE,177.8,170,180.34,0.5
Ray Borg,7,4,Orthodox,Bantamweight,33,1,0,2,0,26,MALE,162.56,135,160.02,0.636
Chris Gutierrez,8,3,Orthodox,Bantamweight,33,0,3,0,0,33,MALE,175.26,135,170.18,0.727
Magomed Ankalaev,10,1,Orthodox,Light Heavyweight,33,1,6,0,0,32,MALE,190.5,205,190.5,0.909
Zak Cummings,9,5,Southpaw,Light Heavyweight,33,0,1,4,0,38,MALE,182.88,205,190.5,0.643
Jared Gordon,8,5,Orthodox,Lightweight,33,0,2,0,0,35,MALE,175.26,155,172.72,0.615
Kyung Ho Kang,8,4,Orthodox,Bantamweight,33,0,0,4,0,36,MALE,175.26,135,185.42,0.667
James Krause,8,6,Orthodox,Welterweight,33,0,3,2,0,34,MALE,187.96,170,185.42,0.571
Phil Davis,9,3,Orthodox,Light Heavyweight,32,0,0,3,0,30,MALE,187.96,205,200.66,0.75
Matt Serra,7,6,Orthodox,Welterweight,32,3,2,1,0,36,MALE,167.64,170,172.72,0.538
Gunnar Nelson,9,5,Switch,Welterweight,32,0,0,7,0,34,MALE,180.34,170,182.88,0.643
Darren Till,6,4,Southpaw,Middleweight,32,1,2,0,0,29,MALE,182.88,185,187.96,0.6
Trevin Giles,7,6,Orthodox,Welterweight,32,0,3,0,0,32,MALE,182.88,170,187.96,0.538
Manvel Gamburyan,6,8,Orthodox,Bantamweight,32,1,0,3,0,35,MALE,165.1,135,170.18,0.429
Scott Holtzman,7,5,Orthodox,Lightweight,32,0,2,1,0,39,MALE,175.26,155,175.26,0.583
Martin Kampmann,11,5,Orthodox,Welterweight,32,0,2,5,0,31,MALE,182.88,170,182.88,0.688
Douglas Silva De Andrade,7,5,Orthodox,Bantamweight,31,0,2,1,0,38,MALE,170.18,135,172.72,0.583
Don'Tale Mayes,6,5,Orthodox,Heavyweight,31,0,4,0,0,32,MALE,198.12,260,205.74,0.545
Chael Sonnen,7,6,Southpaw,Middleweight,31,3,0,2,0,36,MALE,185.42,205,187.96,0.538
Anthony Johnson,13,5,Orthodox,Light Heavyweight,31,1,11,0,0,33,MALE,187.96,205,198.12,0.722
Grant Dawson,10,1,Switch,Lightweight,31,0,1,5,0,30,MALE,177.8,155,182.88,0.909
Cezar Ferreira,9,5,Southpaw,Middleweight,31,1,0,3,0,34,MALE,185.42,185,198.12,0.643
Kennedy Nzechukwu,9,5,Southpaw,Heavyweight,31,0,6,1,0,32,MALE,195.58,205,210.82,0.643
Germaine De Randamie,9,3,Orthodox,Women's Bantamweight,31,2,4,1,0,39,FEMALE,175.26,135,180.34,0.75
Matt Hamill,10,4,Orthodox,Light Heavyweight,31,0,5,0,0,37,MALE,185.42,205,193.04,0.714
Wilson Reis,7,5,Southpaw,Flyweight,31,1,0,2,0,34,MALE,162.56,125,165.1,0.583
Thiago Moises,8,5,Orthodox,Lightweight,31,0,2,3,0,29,MALE,175.26,155,177.8,0.615
Joaquin Buckley,9,4,Southpaw,Welterweight,31,0,6,0,0,30,MALE,177.8,170,193.04,0.692
Julian Erosa,8,7,Southpaw,Featherweight,31,0,2,3,0,34,MALE,185.42,145,187.96,0.533
Cynthia Calvillo,6,5,Orthodox,Women's Strawweight,31,0,0,3,0,35,FEMALE,162.56,115,162.56,0.545
Yancy Medeiros,8,7,Orthodox,Lightweight,31,0,3,3,0,33,MALE,177.8,155,190.5,0.533
Nikita Krylov,10,7,Orthodox,Catch Weight,31,0,4,4,0,31,MALE,190.5,205,195.58,0.588
Karo Parisyan,8,4,Orthodox,Welterweight,31,0,1,1,0,28,MALE,177.8,170,182.88,0.667
Nasrat Haqparast,8,4,Southpaw,Lightweight,31,0,2,0,0,28,MALE,177.8,155,182.88,0.667
Marc-Andre Barriault,5,7,Orthodox,Middleweight,31,0,2,1,0,34,MALE,185.42,185,187.96,0.417
Volkan Oezdemir,8,6,Orthodox,Light Heavyweight,31,1,4,1,0,35,MALE,187.96,205,190.5,0.571
Ilir Latifi,9,6,Orthodox,Heavyweight,31,0,3,2,0,40,MALE,177.8,230,185.42,0.6
Ion Cutelaba,6,9,Southpaw,Light Heavyweight,30,0,4,1,0,30,MALE,185.42,205,190.5,0.4
Marcos Rogerio De Lima,10,8,Orthodox,Heavyweight,30,0,5,2,0,38,MALE,185.42,253,190.5,0.556
Jessica Penne,6,6,Orthodox,Women's Strawweight,30,1,1,3,0,41,FEMALE,165.1,115,170.18,0.5
Diego Ferreira,9,5,Orthodox,Lightweight,30,0,4,2,0,39,MALE,175.26,155,187.96,0.643
Bethe Correia,5,5,Orthodox,Women's Bantamweight,30,1,1,0,0,38,FEMALE,165.1,135,162.56,0.5
Jake Collier,5,8,Orthodox,Heavyweight,30,0,1,1,0,34,MALE,190.5,230,198.12,0.385
Damon Jackson,6,5,Switch,Featherweight,30,0,1,2,0,36,MALE,180.34,155,180.34,0.545
Loopy Godinez,7,4,Orthodox,Women's Strawweight,30,0,0,2,0,30,FEMALE,157.48,115,154.94,0.636
Brad Pickett,5,8,Orthodox,Catch Weight,30,0,1,1,0,38,MALE,167.64,135,172.72,0.385
Cody Garbrandt,9,5,Orthodox,Bantamweight,30,3,6,0,0,32,MALE,172.72,135,165.1,0.643
Kai Kara-France,7,4,Orthodox,Flyweight,30,1,2,0,0,31,MALE,162.56,125,175.26,0.636
Josh Neer,6,8,Orthodox,Welterweight,30,0,0,3,1,29,MALE,180.34,170,182.88,0.429
Ashley Yoder,3,7,Southpaw,Women's Strawweight,30,0,0,0,0,35,FEMALE,170.18,115,175.26,0.3
Geoff Neal,8,4,Southpaw,Welterweight,30,0,5,1,0,34,MALE,180.34,170,190.5,0.667
Davey Grant,6,5,Orthodox,Bantamweight,29,1,3,1,0,37,MALE,172.72,135,175.26,0.545
Sean O'Malley,11,1,Switch,Bantamweight,29,2,7,0,0,29,MALE,180.34,135,182.88,0.917
Nassourdine Imavov,6,2,Orthodox,Middleweight,29,0,3,0,0,29,MALE,190.5,185,190.5,0.75
Trevor Smith,5,6,Orthodox,Middleweight,29,0,0,0,0,38,MALE,190.5,185,190.5,0.455
Ariane Da Silva,6,6,Orthodox,Women's Flyweight,29,0,0,2,0,30,FEMALE,167.64,125,170.18,0.5
Alexander Hernandez,6,7,Orthodox,Featherweight,29,0,3,0,0,32,MALE,175.26,145,182.88,0.462
Daniel Rodriguez,8,4,Southpaw,Welterweight,29,0,2,1,0,37,MALE,185.42,170,187.96,0.667
Lando Vannata,4,6,Orthodox,Lightweight,29,0,1,1,0,31,MALE,175.26,155,180.34,0.4
Gabriel Benitez,7,7,Southpaw,Lightweight,29,0,3,2,0,35,MALE,172.72,155,180.34,0.5
Dan Miller,6,6,Orthodox,Middleweight,29,0,0,4,0,34,MALE,185.42,185,187.96,0.5
Efrain Escudero,5,6,Orthodox,Lightweight,29,1,1,1,0,30,MALE,175.26,155,177.8,0.455
Paulo Thiago,5,7,Orthodox,Welterweight,29,0,1,1,0,33,MALE,180.34,170,185.42,0.417
Krzystof Jotko,7,4,Southpaw,Middleweight,29,0,1,0,0,29,MALE,185.42,185,195.58,0.636
Olivier Aubin-Mercier,7,4,Southpaw,Lightweight,29,1,1,4,0,30,MALE,175.26,155,177.8,0.636
Travis Browne,9,7,Orthodox,Heavyweight,29,0,7,1,0,34,MALE,198.12,255,200.66,0.562
Khalil Rountree Jr.,9,5,Southpaw,Light Heavyweight,29,1,7,0,0,34,MALE,185.42,205,193.04,0.643
Matthew Riddle,6,4,Southpaw,Welterweight,29,0,1,0,0,26,MALE,185.42,170,187.96,0.6
Antonio Carlos Junior,7,4,Orthodox,Middleweight,29,1,0,5,0,30,MALE,187.96,185,200.66,0.636
Keita Nakamura,4,6,Southpaw,Welterweight,29,0,0,2,0,34,MALE,180.34,170,185.42,0.4
Jairzinho Rozenstruik,8,5,Orthodox,Heavyweight,28,0,8,0,0,36,MALE,187.96,242,198.12,0.615
Makwan Amirkhani,7,6,Southpaw,Featherweight,28,0,1,4,0,34,MALE,177.8,145,182.88,0.538
Felipe Arantes,5,6,Orthodox,Bantamweight,28,0,1,2,0,30,MALE,172.72,135,185.42,0.455
Elias Theodorou,8,2,Orthodox,Middleweight,28,1,2,0,0,30,MALE,185.42,185,190.5,0.8
Zhang Weili,8,2,Switch,Women's Strawweight,28,7,2,2,0,34,FEMALE,162.56,115,160.02,0.8
Justin Gaethje,8,4,Orthodox,Lightweight,28,2,6,0,0,35,MALE,180.34,155,177.8,0.667
Mike Swick,10,4,Orthodox,Welterweight,28,0,5,2,0,36,MALE,185.42,170,195.58,0.714
Darren Stewart,5,6,Orthodox,Middleweight,28,0,2,1,0,30,MALE,182.88,185,187.96,0.455
Maryna Moroz,6,5,Orthodox,Women's Flyweight,28,0,0,2,0,32,FEMALE,170.18,125,170.18,0.545
Ryan Laflare,7,2,Southpaw,Welterweight,28,0,0,0,0,35,MALE,185.42,170,187.96,0.778
Mark Bocek,7,5,Orthodox,Lightweight,28,0,0,4,0,32,MALE,172.72,155,190.5,0.583
Mac Danzig,5,7,Orthodox,Lightweight,28,1,1,2,0,33,MALE,172.72,155,177.8,0.417
Marcus Davis,9,5,Southpaw,Welterweight,28,0,3,4,0,37,MALE,177.8,170,177.8,0.643
Giga Chikadze,8,2,Orthodox,Featherweight,28,0,3,0,0,35,MALE,182.88,145,187.96,0.8
Jorge Rivera,7,7,Orthodox,Middleweight,28,0,4,0,0,39,MALE,185.42,185,185.42,0.5
Nathaniel Wood,7,3,Orthodox,Featherweight,28,0,0,3,0,31,MALE,167.64,145,175.26,0.7
Lucie Pudilova,3,7,Orthodox,Women's Bantamweight,28,0,1,0,0,30,FEMALE,172.72,125,170.18,0.3
George Roop,5,7,Orthodox,Bantamweight,28,0,2,0,0,33,MALE,185.42,135,182.88,0.417
Lina Lansberg,4,6,Orthodox,Women's Bantamweight,28,0,0,0,0,40,FEMALE,170.18,135,165.1,0.4
Shane Burgos,7,3,Orthodox,Featherweight,28,0,2,1,0,31,MALE,180.34,145,190.5,0.7
Montana De La Rosa,5,5,Orthodox,Women's Flyweight,28,0,1,3,0,29,FEMALE,170.18,125,172.72,0.5
Cain Velasquez,12,2,Orthodox,Heavyweight,28,6,10,0,0,36,MALE,185.42,240,195.58,0.857
Maycee Barber,9,2,Switch,Women's Flyweight,28,0,5,0,0,25,FEMALE,165.1,125,165.1,0.818
Alan Belcher,9,5,Orthodox,Middleweight,28,0,4,3,1,29,MALE,187.96,185,185.42,0.643
Joanne Calderwood,7,5,Orthodox,Women's Flyweight,28,0,1,1,0,35,FEMALE,167.64,125,165.1,0.583
Conor Mcgregor,10,3,Southpaw,Welterweight,27,4,8,0,0,32,MALE,175.26,155,187.96,0.769
Alejandro Perez,8,3,Orthodox,Featherweight,27,1,3,1,0,32,MALE,167.64,135,170.18,0.727
Daron Cruickshank,6,6,Switch,Lightweight,27,0,3,0,0,30,MALE,172.72,155,182.88,0.5
Daniel Pineda,5,7,Orthodox,Featherweight,27,0,1,4,0,39,MALE,170.18,145,175.26,0.417
Mark Munoz,8,6,Orthodox,Middleweight,27,0,4,0,0,37,MALE,182.88,185,182.88,0.571
Cris Cyborg,11,1,Orthodox,Women's Featherweight,27,4,9,0,0,34,FEMALE,172.72,145,172.72,0.917
Danny Roberts,7,6,Southpaw,Welterweight,27,0,3,1,0,36,MALE,185.42,170,187.96,0.538
Keith Jardine,6,6,Orthodox,Light Heavyweight,27,0,2,0,0,34,MALE,187.96,185,193.04,0.5
Molly Mccann,7,5,Orthodox,Women's Strawweight,27,0,2,1,0,34,FEMALE,162.56,115,157.48,0.583
Norma Dumont,7,2,Orthodox,Women's Bantamweight,27,0,0,0,0,33,FEMALE,170.18,135,170.18,0.778
Pannie Kianzad,5,5,Orthodox,Women's Bantamweight,27,1,0,0,0,35,FEMALE,170.18,135,167.64,0.5
Arman Tsarukyan,8,2,Orthodox,Lightweight,27,0,4,0,0,27,MALE,170.18,155,182.88,0.8
Alonzo Menifield,10,4,Orthodox,Light Heavyweight,27,0,6,2,0,36,MALE,182.88,205,193.04,0.714
Karol Rosa,6,3,Orthodox,Women's Bantamweight,27,0,0,0,0,29,FEMALE,165.1,135,170.18,0.667
Julio Arce,6,4,Southpaw,Featherweight,27,0,3,1,0,34,MALE,170.18,145,177.8,0.6
Erik Koch,7,6,Southpaw,Welterweight,27,0,3,2,0,30,MALE,177.8,170,180.34,0.538
Caludia Gadelha,5,4,Orthodox,Women's Strawweight,27,1,0,1,0,30,FEMALE,162.56,115,160.02,0.556
Billy Quarantillo,7,3,Orthodox,Featherweight,26,0,4,1,0,35,MALE,177.8,145,177.8,0.7
Drakkar Klose,8,2,Orthodox,Lightweight,26,0,2,0,0,36,MALE,175.26,155,177.8,0.8
Caol Uno,3,6,Southpaw,Lightweight,26,2,1,0,0,34,MALE,170.18,155,177.8,0.333
Raoni Barcelos,6,4,Orthodox,Bantamweight,26,0,2,1,0,36,MALE,170.18,135,170.18,0.6
Tj Grant,7,3,Orthodox,Lightweight,26,0,2,1,0,29,MALE,177.8,155,182.88,0.7
Ji Yeon Kim,3,6,Orthodox,Women's Flyweight,26,0,1,0,0,33,FEMALE,170.18,125,182.88,0.333
Nordine Taleb,7,4,Orthodox,Welterweight,26,0,2,0,0,38,MALE,185.42,170,187.96,0.636
Bill Algeo,5,5,Switch,Featherweight,26,0,1,1,0,35,MALE,182.88,145,185.42,0.5
Chad Mendes,9,4,Orthodox,Featherweight,26,3,6,0,0,33,MALE,167.64,145,167.64,0.692
Miles Johns,6,2,Orthodox,Bantamweight,26,0,2,0,0,30,MALE,170.18,135,167.64,0.75
Jimmie Rivera,7,3,Orthodox,Featherweight,26,0,1,0,0,31,MALE,162.56,145,172.72,0.7
Julianna Pena,7,3,Orthodox,Women's Bantamweight,26,3,2,2,0,35,FEMALE,167.64,135,175.26,0.7
Aleksei Oleinik,9,7,Orthodox,Heavyweight,26,0,1,7,0,45,MALE,187.96,240,203.2,0.562
Muslim Salikhov,7,4,Orthodox,Welterweight,26,0,3,0,0,40,MALE,180.34,170,177.8,0.636
Matthew Semelsberger,5,5,Switch,Welterweight,26,0,2,0,0,31,MALE,185.42,170,190.5,0.5
Walt Harris,6,8,Southpaw,Heavyweight,26,0,6,0,0,37,MALE,195.58,250,195.58,0.429
Wanderlei Silva,4,7,Orthodox,Light Heavyweight,26,1,3,0,0,36,MALE,180.34,205,187.96,0.364
James Vick,9,4,Orthodox,Lightweight,26,0,2,3,0,32,MALE,190.5,155,193.04,0.692
Christos Giagos,6,7,Orthodox,Lightweight,26,0,1,2,0,34,MALE,177.8,155,180.34,0.462
Patrick Cummins,6,6,Orthodox,Light Heavyweight,26,0,2,0,0,38,MALE,187.96,205,193.04,0.5
Tai Tuivasa,8,7,Southpaw,Heavyweight,26,0,7,0,0,31,MALE,187.96,264,190.5,0.533
Fabio Maldonado,5,5,Orthodox,Light Heavyweight,26,0,2,0,0,35,MALE,185.42,205,190.5,0.5
Hector Lombard,3,8,Southpaw,Middleweight,26,0,2,0,0,40,MALE,175.26,185,180.34,0.273
Aaron Simpson,7,3,Orthodox,Welterweight,26,0,2,0,0,38,MALE,182.88,170,185.42,0.7
Mayra Bueno Silva,6,3,Orthodox,Women's Bantamweight,25,1,0,5,0,32,FEMALE,167.64,135,167.64,0.667
Vinc Pichel,7,3,Orthodox,Lightweight,25,0,1,0,0,41,MALE,177.8,155,182.88,0.7
Bryan Caraway,6,3,Orthodox,Bantamweight,25,0,0,4,0,34,MALE,172.72,135,172.72,0.667
Sijara Eubanks,5,4,Orthodox,Women's Flyweight,25,0,1,0,0,36,FEMALE,162.56,125,170.18,0.556
Kurt Pellegrino,7,4,Orthodox,Lightweight,25,0,1,4,0,31,MALE,172.72,155,177.8,0.636
Gegard Mousasi,8,3,Orthodox,Middleweight,25,0,4,1,0,31,MALE,187.96,185,193.04,0.727
Chas Skelly,7,4,Orthodox,Featherweight,25,0,1,4,0,36,MALE,180.34,145,182.88,0.636
Hakeem Dawodu,6,3,Orthodox,Featherweight,25,0,1,0,0,32,MALE,172.72,145,185.42,0.667
Erick Silva,7,7,Orthodox,Welterweight,25,0,2,5,0,33,MALE,182.88,170,187.96,0.5
Amanda Ribas,7,3,Orthodox,Women's Flyweight,25,0,1,2,0,30,FEMALE,160.02,125,167.64,0.7
Igor Pokrajac,4,8,Orthodox,Light Heavyweight,25,0,2,1,0,37,MALE,182.88,205,193.04,0.333
Amir Sadollah,6,4,Orthodox,Welterweight,25,1,1,1,0,34,MALE,177.8,170,187.96,0.6
Scott Jorgensen,4,7,Orthodox,Bantamweight,25,0,1,1,0,33,MALE,165.1,135,167.64,0.364
Luana Carolina,6,3,Orthodox,Women's Flyweight,25,0,1,0,0,31,FEMALE,167.64,125,175.26,0.667
Andrew Sanchez,5,4,Orthodox,Middleweight,25,1,1,0,0,33,MALE,185.42,185,187.96,0.556
Johnny Walker,8,5,Orthodox,Light Heavyweight,25,0,5,1,0,32,MALE,198.12,205,208.28,0.615
Charles Johnson,5,4,Switch,Flyweight,25,0,2,0,0,33,MALE,175.26,125,177.8,0.556
Michel Pereira,9,2,Orthodox,Middleweight,25,0,2,3,0,31,MALE,185.42,185,185.42,0.818
Roman Dolidze,7,3,Orthodox,Middleweight,25,0,4,0,0,36,MALE,187.96,185,193.04,0.7
Frankie Saenz,5,4,Orthodox,Bantamweight,25,0,0,0,0,39,MALE,167.64,135,167.64,0.556
Casey Kenney,6,3,Southpaw,Bantamweight,25,0,0,1,0,30,MALE,170.18,135,172.72,0.667
Amanda Lemos,8,3,Southpaw,Women's Strawweight,25,1,3,2,0,37,FEMALE,162.56,115,165.1,0.727
Matheus Nicolau,7,3,Orthodox,Flyweight,24,0,1,1,0,31,MALE,167.64,125,167.64,0.7
Jasmine Jasudavicius,6,2,Orthodox,Women's Flyweight,24,0,0,1,0,35,FEMALE,170.18,125,172.72,0.75
Matt Schnell,6,6,Orthodox,Bantamweight,24,0,0,3,0,34,MALE,172.72,125,177.8,0.5
Enrique Barzola,6,2,Orthodox,Featherweight,24,1,0,0,0,30,MALE,170.18,145,177.8,0.75
Ricardo Ramos,7,5,Orthodox,Featherweight,24,0,2,1,0,29,MALE,175.26,145,182.88,0.583
Joey Beltran,3,6,Orthodox,Heavyweight,24,0,2,0,0,31,MALE,185.42,185,190.5,0.333
Junyong Park,7,3,Orthodox,Middleweight,24,0,0,3,0,33,MALE,177.8,185,185.42,0.7
Cody Durden,6,4,Southpaw,Flyweight,24,0,1,1,0,33,MALE,170.18,125,170.18,0.6
Miranda Maverick,6,3,Southpaw,Women's Flyweight,24,0,1,2,0,27,FEMALE,160.02,125,165.1,0.667
Joaquim Silva,6,4,Southpaw,Lightweight,24,0,3,0,0,35,MALE,172.72,155,175.26,0.6
Montel Jackson,8,2,Southpaw,Bantamweight,24,0,3,1,0,32,MALE,177.8,135,190.5,0.8
Movsar Evloev,8,0,Orthodox,Featherweight,24,0,0,0,0,30,MALE,170.18,145,182.88,1.0
Mickey Gall,6,6,Switch,Welterweight,24,0,0,5,0,32,MALE,187.96,170,187.96,0.5
Kendall Grove,7,5,Orthodox,Middleweight,24,1,2,2,0,28,MALE,198.12,185,200.66,0.583
Ricky Glenn,4,5,Southpaw,Lightweight,24,0,1,0,0,35,MALE,182.88,170,177.8,0.444
Joselyne Edwards,4,4,Orthodox,Women's Bantamweight,24,0,0,0,0,29,FEMALE,172.72,135,177.8,0.5
Youssef Zalal,5,3,Switch,Featherweight,24,0,0,2,0,28,MALE,177.8,145,182.88,0.625
Alan Jouban,7,5,Southpaw,Welterweight,24,0,4,0,0,38,MALE,182.88,170,185.42,0.583
Mateusz Gamrot,7,2,Southpaw,Lightweight,24,0,3,1,0,33,MALE,177.8,155,177.8,0.778
Ludovit Klein,6,2,Southpaw,Lightweight,23,0,2,0,0,29,MALE,170.18,155,182.88,0.75
Stevie Ray,6,4,Southpaw,Lightweight,23,0,2,0,0,29,MALE,177.8,155,177.8,0.6
Dan Hardy,5,4,Orthodox,Welterweight,23,1,2,0,0,30,MALE,182.88,170,187.96,0.556
Leonardo Santos,7,2,Orthodox,Lightweight,23,1,2,2,0,42,MALE,182.88,155,190.5,0.778
Virna Jandiroba,6,3,Orthodox,Women's Strawweight,23,0,1,2,0,36,FEMALE,160.02,115,162.56,0.667
Vince Morales,3,6,Orthodox,Bantamweight,23,0,1,0,0,33,MALE,175.26,135,177.8,0.333
Macy Chiasson,7,3,Orthodox,Women's Featherweight,23,1,2,2,0,32,FEMALE,180.34,135,182.88,0.7
Jake Shields,4,3,Orthodox,Welterweight,23,1,0,0,0,35,MALE,182.88,170,182.88,0.571
Jamie Mullarkey,5,5,Orthodox,Lightweight,23,0,2,0,0,29,MALE,182.88,155,187.96,0.5
Chase Hooper,7,3,Southpaw,Lightweight,23,0,2,3,0,25,MALE,185.42,155,187.96,0.7
Brandon Davis,3,6,Orthodox,Featherweight,23,0,0,1,0,32,MALE,177.8,135,182.88,0.333
Sodiq Yusuff,7,2,Orthodox,Featherweight,23,0,2,1,0,30,MALE,175.26,145,180.34,0.778
Andre Ewell,4,4,Southpaw,Catch Weight,23,0,0,0,0,33,MALE,172.72,135,190.5,0.5
Yana Santos,4,5,Orthodox,Women's Bantamweight,23,1,0,0,0,34,FEMALE,167.64,135,172.72,0.444
Blagoy Ivanov,3,4,Southpaw,Heavyweight,23,0,0,0,0,36,MALE,180.34,250,185.42,0.429
Steven Peterson,3,5,Orthodox,Featherweight,23,0,1,0,0,32,MALE,177.8,145,177.8,0.375
Alan Patrick,5,3,Southpaw,Lightweight,23,0,1,0,0,38,MALE,180.34,155,187.96,0.625
Jamie Pickett,3,8,Orthodox,Middleweight,23,0,1,0,0,35,MALE,187.96,185,203.2,0.273
Vladimir Matyushenko,7,4,Orthodox,Light Heavyweight,23,1,3,0,0,42,MALE,182.88,205,187.96,0.636
Alessio Di Chirico,4,6,Orthodox,Middleweight,23,0,2,0,0,32,MALE,182.88,185,187.96,0.4
Paulo Costa,6,3,Orthodox,Middleweight,23,1,4,0,0,33,MALE,185.42,185,182.88,0.667
Mirko Cro Cop,4,6,Southpaw,Heavyweight,23,0,2,1,1,40,MALE,187.96,230,185.42,0.4
Austin Hubbard,4,5,Orthodox,Lightweight,23,0,1,0,0,32,MALE,177.8,155,180.34,0.444
Norman Parke,5,3,Southpaw,Lightweight,23,1,1,0,0,29,MALE,180.34,155,177.8,0.625
Song Kenan,6,4,Orthodox,Welterweight,23,0,3,0,0,34,MALE,182.88,170,180.34,0.6
Bryce Mitchell,7,2,Southpaw,Featherweight,22,0,0,1,0,30,MALE,177.8,145,177.8,0.778
Paige Vanzant,5,3,Orthodox,Women's Flyweight,22,0,2,2,0,26,FEMALE,162.56,115,165.1,0.625
George Sotiropoulos,7,3,Orthodox,Lightweight,22,0,1,4,0,36,MALE,177.8,155,180.34,0.7
Tabatha Ricci,6,2,Orthodox,Women's Strawweight,22,0,0,1,0,29,FEMALE,154.94,115,154.94,0.75
Francis Carmont,6,2,Orthodox,Middleweight,22,0,0,2,0,32,MALE,190.5,205,198.12,0.75
Shamil Abdurakhimov,5,5,Orthodox,Heavyweight,22,0,2,0,0,41,MALE,190.5,235,193.04,0.5
Elizeu Dos Santos,7,2,Orthodox,Welterweight,22,0,3,1,0,33,MALE,180.34,170,185.42,0.778
Alex Garcia,5,4,Orthodox,Welterweight,22,0,2,1,0,31,MALE,175.26,170,182.88,0.556
Francis Ngannou,11,2,Orthodox,Heavyweight,22,2,10,1,1,35,MALE,193.04,250,210.82,0.846
Myles Jury,8,3,Orthodox,Featherweight,22,0,3,1,0,30,MALE,177.8,145,185.42,0.727
Terry Etim,6,4,Orthodox,Lightweight,22,0,1,4,0,27,MALE,185.42,155,185.42,0.6
Ryan Spann,8,6,Orthodox,Light Heavyweight,22,0,3,3,0,33,MALE,195.58,205,200.66,0.571
Augusto Sakai,5,4,Orthodox,Heavyweight,22,0,3,0,0,31,MALE,190.5,265,195.58,0.556
Tj Brown,4,4,Switch,Featherweight,22,0,0,2,0,33,MALE,175.26,145,182.88,0.5
Nina Nunes,4,4,Orthodox,Women's Strawweight,22,0,0,1,0,36,FEMALE,165.1,115,162.56,0.5
Chris Curtis,6,2,Orthodox,Middleweight,22,0,4,0,0,36,MALE,177.8,185,190.5,0.75
Michal Oleksiejczuk,7,6,Southpaw,Light Heavyweight,22,0,6,0,0,29,MALE,182.88,205,187.96,0.538
Rafael Fiziev,6,4,Switch,Lightweight,22,0,3,0,0,31,MALE,172.72,155,180.34,0.6
Lorenz Larkin,4,5,Orthodox,Welterweight,22,0,2,0,0,29,MALE,180.34,170,182.88,0.444
Seth Baczynski,5,5,Orthodox,Welterweight,22,0,1,2,0,33,MALE,190.5,170,187.96,0.5
Sam Sicilia,5,6,Orthodox,Featherweight,22,0,3,0,0,31,MALE,172.72,145,170.18,0.455
